Life_Expectancy
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
65.31199723,68.35196887,67.83272265,67.31347643,66.79423022,66.274984,65.37048807,64.46599213,63.5614962,62.65700027,61.75250433,60.8098302,59.86715608,58.92448195,57.98180782,57.03913369,56.11592547,55.19271724,54.26950902,53.34630079,52.42309257,51.52106554,50.61903851,49.71701148,48.81498445,47.91295743,47.01337701,46.11379659,45.21421617,44.31463575,43.41505533,42.52169141,41.6283275,40.73496359,39.84159967,38.94823576,38.06902582,37.18981587,36.31060593,35.43139599,34.55218604,33.68986992,32.82755381,31.96523769,31.10292157,30.24060546,29.41077313,28.58094081,27.75110848,26.92127616,26.09144383,25.30758402,24.52372421,23.7398644,22.9560046,22.17214479,21.43476418,20.69738357,19.96000296,19.22262234,18.48524173,17.81736559,17.14948944,16.4816133,15.81373716,15.14586101,14.53482147,13.92378192,13.31274237,12.70170283,12.09066328,11.56000515,11.02934701,10.49868887,9.968030737,9.4373726,8.973252161,8.509131721,8.045011282,7.580890842,7.116770402,6.734594038,6.352417674,5.97024131,5.588064946,5.205888582,4.921448126,4.63700767,4.352567214,4.068126758,3.783686302,3.581622462,3.379558622,3.177494783,2.975430943,2.773367103,2.633314575,2.493262046,2.353209517,2.213156989,2.07310446,1.967441886,1.861779311,1.756116737,1.650454163,1.544791589,1.502565015,1.460338442,1.418111868,1.375885295,1.333658722
